0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
100100010101111010;100010000100101010;110100000000100100;100000000001010000;000000000000010010;000010010000000000;000000100000000001;100000100001000000;000000100001000000;000000011010001000;100000000000001000;000000000110000000;000100000100000000;001000000001000000;110000000000000000;101000000000001000;110000010000000110;000100000000100000;100110100101000000;100100000000000000;100000100010000000;000100010000000000;000000000001000100;110000001000000000;100000000011000000
111111011101000100;010011101110010000;110000010000000000;100000100001000000;100000100000000100;101000000010000000;110000000000010000;100000000001001000;000000000010001000;100000000010010000;100010000100011000;010100111001001000;010001010000000100;100100000100000000;011110010000000000;100000000000000010;101000000000000100;101000000000100000;000001000000100000;000100000000000010;000001010000000000;100000000100000000;100000100010000000;100000000000001000;000000000001101000
101110111101011011;001111011111000010;100000010000001000;110001000000000000;100010000010000000;000000000000100000;100000100000000000;100100000000001000;110000000000100100;101011100110000000;100001000001000000;100000010001100000;000000010110001001;001010000010101000;100000001000000100;100000000000010000;000000010000001000;000011000010001100;000000100000000001;101000011000111000;100000000100100000;100000000000000100;000000000100001000;101000000000001000;100000000000000100
010011101110010000;000000010001000000;010000000000100000;000101000000000000;100000000000001010;001000001000000000;010000000000000001;101001100000010100;101000000000000100;110010000001000001;000000000000010100;001000000101000001;000001000010100000;110010000000000000;000011000000000000;001100000000000000;100101000001001010;100001000101100100;100001000100100110;000000111101000010;100000001001000000;100100010000000000;100000000100000001;100100000000100000;110000000000000000
100001110000010010;000000000001000010;100000000000100000;100000100010000000;110010000000001001;100000100000000100;100000010000010000;100000000000001100;000000110000000000;000000010000001000;000000010000000011;100000000101000000;100000000000011000;000000000011000000;000000000001100010;000000000100001000;100010100100000000;000010000000010000;100101000000000000;100000010011000010;100000100001000000;100000000000100000;100000000110000010;100000000011100000;101000101100100100
100011011111001010;000000000000010100;100000001010000000;101000000100000000;011000001000000000;100100000000000001;000000001000000010;101001000001000110;000000100001000000;101100000000000000;100100000000000010;000100010010000000;000000010000011000;000000100100000000;100000000000000110;000010000000000100;100100000000100000;100000000000110000;110000000001000000;000000000000000001;011000100011001000;101101100110000000;101100100010000000;100100000010000000;100000000010000100
000000011000101010;000100000100000000;001000000000000100;010001000011000100;010010000110001000;101010000000000001;100010000000000000;010000000001000000;100010000001000000;110000000001000000;100100000000010000;100100000100110101;001100000110101000;000010000110010000;100000010000000000;111000000000000001;100000000000100000;100010001000000110;000000100100000000;100001000000000100;000000000100000100;100000000000100100;100000011000000010;100000001000100110;100001000000001000
111001011010101000;000000000100000010;100000000001001000;101000000000100000;110000000000000100;100000100110000000;000010000000100000;110000000000000100;000000000010110010;000000001000100000;001000000010100100;000000100000010000;000000000010010000;001000000001000000;010010000011000010;000000000000000100;000000010010100000;000011000000000000;000000000001100000;100000000001010000;000000100001011000;000100000010100010;000001000000000100;111001001010001000;010000100101000000
001010000100111110;010000000000100000;000000100010000000;001000001000011000;110011001000000000;011000111000001000;110001101000000000;000000000000010001;100000000100000010;000000001010000000;010000000000000000;000000100000000100;001000000001000000;110110000000000110;101000000000000100;101000000010000000;010001000000000001;000100000100000000;010000000010000000;000100010000000000;000101010000001000;000000000001000100;000000100000001000;001000000000000000;100100010000000001
000111010001111111;110101011101001000;000010100000000000;000010000000100000;000001000000000100;000001100000000000;010000010010000000;100000001000010000;100000100000000100;101000000000000100;101000001010000001;100101000000000000;000000000000010001;100100000000000000;010110000100000110;000100000000000001;100001000100000000;000000100000000000;000000011000000000;010000000000010000;000000100000000000;100000000101000000;101011000000000100;000000100100000000;000011000000100010
011011011101000111;000000000000101000;110000000000000010;000000000001001011;100000011000000000;100000110101000000;101000001000000000;000100000000100000;000000010000100000;000100100010000000;101000011001000000;010001110000010000;101000010000000000;110010001000000000;010000100000000000;100100000100000000;111000000000000000;000100000000100000;010001000000000000;000000010000110100;100000100100000000;100001001000000000;001000000000000010;110000000000000010;000001000000001000
010010010100101010;010010010100101010;001000000000010101;001001000010000010;000000010001101111;001000000001000000;000000000000110000;000000000000010000;001000000000100000;000010000100000000;100000010001000000;110000000000010000;100000010001000010;100000000011000101;000010100000000000;000100100101001000;100001000001000000;100000100100000000;000000000000001000;000000010000000010;000000100000000100;000000100001000101;100001000001000100;001000000000000100;100011000000101100
010001111111100111;110000110101001011;000000001000000001;110000000000000100;100000100010000000;000010000010000000;000000001000010000;101000100000100000;010010000001000001;100100000100000000;000100110000000010;100000000001001000;000000000000100100;010000000100000000;010000000010000000;100000000001100000;110000001000000000;110000000001000000;010000000000010000;010000100101010000;110000100000000000;011010001000010010;000000100000001000;100011100010000000;001000000001101000
110010110011010101;100001110010101000;001010000011011100;110111000101000000;000100000001010010;000010000100010100;000000000001100000;100010010010001000;100000000100000000;000000010000001000;000000000001010000;100000000100100000;100001000000000010;100000010101000100;000000001000100000;100001000010001000;100100000000000000;000000100010110000;101100000100001001;100000000000010001;001000100000000000;100110000110010100;110000100000000000;100000000001101100;000000000100000010
001111100001111101;000010100000000000;010000000000000010;111111100111111101;100000100000000100;001000000110101111;100000000100001101;000100000000001000;010010000000010001;000110000000000000;000000000001010000;100000000001000100;001000001000000000;000010010000001000;011001110000110010;000100000000000000;100000000001001011;100000000010010000;100000110000000000;100000000100010001;100000000000000100;100000000000011000;110000010000000001;000011000111010000;000100000000010000
001111010110010101;110111000100100100;000000000001000010;000000000000101000;000001000000000010;110001000000000111;101000000000000100;100000100000000100;110000000000000100;100010000100011000;100000000001000110;000000000100000000;000001000000001000;000011001000000000;110100000001010000;010000000000000100;000001000000000010;000100000000000000;000001000010000000;010000000000000110;001000000000000000;100100000010000000;100000000011000000;000000000011000000;100000010010100100
000010110011111010;001010000100100101;100100001000000000;100000000000000110;100010000000000000;000000000000100000;100000001001010000;100000010100000101;100010010010100000;000000000001010000;010000000010000000;010000001000000000;000000000010001000;000000000000010100;000000000100000010;001000010000000000;100000000000001010;000000000000001000;110000001000101000;001011000010100110;000100000000101010;110000100000000000;100100000001000000;000000000100010000;111001100000000000
001001001101111010;000111111101111000;000100100000000000;100000010110001000;000010100000000110;001000000000001000;000000010001000000;000000000011000000;100000000000011000;100000000100000010;100000000000000010;100000100001010000;100110000000000000;100000100000000100;000001000000000100;010010000010001100;000000000010100000;100001000000000000;100010000001010000;001000010000000000;000000010000000100;010100000000100000;000100000000101000;001110010101001100;010000000000100000
110000100111111001;000000010010000000;000000000100000001;100001001100000100;000000000001000010;101000010000000100;101000100000010100;000001000000001000;100001000010000000;000000000000000001;110101000001100110;100000000000011000;000000000000100100;110000000000000100;000000000000010010;100100000000100000;000000010000000001;000000010010100000;000000000011100001;100000001100000000;011000010001010000;000000100000001000;100001011100000100;100000100000000001;000000000000100100
110110010111101100;000000011000101010;100000000010000000;000000100000100000;110000010011000000;110000000000000100;100000001001000001;100000000100101000;101001100100000001;000000000010101010;100100010000100100;101000000100000000;100100000100000000;000100100000000000;000110100000001000;100001100001100000;000000000000100001;000010100010100000;101000011001001100;100000000001000001;100000000011000000;000000011000000000;100000000001001000;000000000000001001;000000000100000000
000111100101001001;111111000011111101;101010011111000000;101000000000010100;100100000000000001;110000001000000000;000001001000000000;000000001000000100;000000001001000000;000011010010000100;100101000000010101;100100000100000000;000000001000000100;000000000000000001;101000100000000000;100000000100000100;010000100000000000;100000000000001001;100110100000001010;100100001001001000;011111110000000000;100000000000000000;000010100000000000;100011001010010000;100000000000100010
001111110111000101;000000000000100100;000000000000010100;010000000000001101;100000100010000000;100000011001010000;000010000000010001;000000000000000110;000010000000000001;000000000000000101;101000000001011100;000000000000001100;100001010001010001;000000000110000000;100000001000110010;000000101000000000;010010000010001100;100000000100100011;100000110000110000;110101000001000000;110101000001000000;000110000000000000;101000000001000000;011010000000000010;100000100010100110
001011010010000011;110111001001011001;100000000000100001;010000000000000010;000000101000000000;000000000001000001;000100001000000000;000000010010000110;101000000000000101;000001000000010011;000000000100100000;100000001000100000;001001000001101000;100000011100000010;100000000000010000;100100000001001000;000000001010000000;100000000001000000;001100010101011010;100110001100000010;000000011000000000;100000000000010010;000000000000000101;010000010000000000;100101011000110000
100010001011110110;100000000000110000;100000000011001110;100000100010000000;000001100110100000;000000100011000110;000001100111100001;010000000000000010;001000100000000000;000000000000010100;110000000000000000;010000000000001000;001001000000000000;100000000000000001;001100000000000000;000010100000000000;101000000000001000;000000000010100000;000100001010100000;001100010100100010;100100000000100000;000000001000000100;000000000011010000;000010000000000000;011010000000000010
011011111011011111;011100100101101101;001010101010000010;100000000000010011;010000000000000000;100000010000000100;100000010000000100;111000000000000110;100000000000001100;100100000000000001;000000000010000010;100001010000000000;010010000000000000;100001000000100000;010000000001000000;100000010010000000;000100100000000000;010111000110000111;000100000001000001;100001110000001000;011000001000001000;100000011000000000;100000000000001100;000000000000001010;000000100000000001
011000100101101001;101010011111000000;100000110000001001;010001000000000000;100010000000000001;000001000000000010;001010010000011101;110000000100000010;110111000000110010;100000100001010000;010000000001000000;000000000000000101;110000000000100000;000000010000100000;000000000010000001;110001010010000000;110001100010000000;101100000100001001;100000000101000000;100101110000000010;000000000000001001;111001000000001010;000000110000000000;101000100000001100;100000001100000000
101110000010001001;000000001000100000;100000100000000010;100001001000000000;100010100011111111;010011000000000010;010011100010001000;100000000010010010;110000000001000001;100000100000001000;000000010110001000;000001010001001000;000000001100000000;001100000000000000;000010100000010001;010000001000100000;000010100010100000;100000000001001100;100010010000000000;000100000010011000;010000000000100111;011000111100001000;100000000001001000;011000001100001000;001000001000000000
100010101111001100;001011010010000011;000011000100000100;110000000000000100;000101000000010011;101000001000000000;100000010010000000;000001001000000000;000010000001100101;100000100010000000;100000000001001000;010000000000000000;101000000000000010;001000010000000000;000000010000100000;110001000011000000;000100100101001000;100100000000100000;100000001000100000;001000000000101010;000100001000000000;000100000000000000;000000000100000010;001000000100000000;000010000000010000
011011101100110010;111101010001111010;000100000010000000;011000000000000000;000000100000010000;101000100000000111;000001010000000000;000001010000110000;100000110100001000;000000000000011000;001000010000001010;100010000010000011;000100000100000000;010000000000000001;110000001100001010;100110000000000010;100100101000001000;100010000010000000;110000000000000000;000001000000001000;110000100001110011;000000000001000010;000101010000000010;100010000000000001;100000000001000001
011000001010000011;111001001010101010;101100000000000000;100000110000000000;000000000001001011;000000010100000000;000000010100000000;100000000000000011;111010000100001000;101000000000000001;000000000001000000;000001000001000000;010100000000000000;010000011000000000;101000000000000001;010000010000000000;100000000010000001;011000000000000110;000010110010100000;110000011001001000;000100000000000001;000000100000000000;100001100000000000;110011000000100000;100000100000000100
101001011000101011;011000001101100101;000000000100000001;011000000010000000;100001000001000000;010100000010100001;000001011011000000;001000000000100000;100100010010010100;000100100000001001;110000000001000000;000001001000000000;000000000000000011;000001000011100001;100001010000000000;100001000100000000;000000100000000100;011100101000110100;000011001010101100;000000001001000000;100000010000010010;001000010000000010;100000001000000000;100001000000001000;000010100001000011
001000011000011101;001000001000000000;000001000100000000;101010010101000000;100000000011000000;101000010001000001;000000000000010010;110100001000000100;000001000000000001;000011000100000011;000001000010000000;000000001000100000;000000000100000001;100000000000000010;100000100001010000;100010000001000000;000100000000000001;100000000000000010;001000000100000110;000100100101001000;001100010100100010;100010000000000010;110010000000010010;101000000001000000;100011100010000000
010001110101000001;111111011001001000;001011010000000101;000010010000000000;101000000001010000;000000000000001100;000100000011000101;000000001101010000;100100010000000000;001000100000100001;100100010100000001;000000000001000010;000100001100000010;001000000000000001;000101000001000110;100000010000010000;100000100000000100;000011000000010001;100000000001000001;000000100000000100;100000001000000000;100000001000000000;000000001000100000;001000001000100000;000000010000100000
