0;1;2;3;4;5;6;7;8;9
100010010111011111;000000000000001001;001000010000000000;001000000000100000;100001100011000000;100000000001000000;000010000000000100;000000000000110000;100000000001000001;111100011110010001
101011101101000001;110000000000001000;100000001100000000;011100001000101010;000000001000001100;000000000000000000;100000101011001000;000000000000000000;000000101100100000;001011000000100000
000000100100010000;000100000000010000;100000100000000000;100000100000000001;000010000110010101;010010000110000000;000000000001000010;101010000010000010;000000000001000000;000000000001000000
010001111010110101;110011101010000101;111000110000000111;001001110000010011;100000000000010001;100000000011000000;010011000011000100;101101000100000010;010100000000000000;000000001000000000
100011001011001101;110001101100000100;010000000000000000;010000000000100000;001000010010001001;100100010010010100;110000000000001000;110000100000010001;100000000001100000;000000000010010000
011100110010011011;111010101010111001;000001001000001010;001100000000000000;000000000010000001;100000000001000000;110000000000001000;010001100000001001;000011000110000100;000000000010000010
000110110000000110;000000000000101000;111100010101101001;010000000000010001;000000000000110000;010000000001000000;000000000100000001;100000001000000000;000101000000000000;100000000011000000
010100110010110110;011000101011111100;001101100000000110;000000010010000000;100101000100000001;010010110000110000;100010000100000000;000000000100010000;000011000000000000;100010000000001000
101100001000111001;100000001000010000;100000100000000000;001001100101011110;000010000000010000;000000100000000001;000000000000000001;000011000000011000;100000000100000000;110100000001000001
011100101001011101;001001000000000000;101000000100000000;010010101000000100;000000101000000000;000000000010000001;111101000010000100;110001010000000100;000101000010000000;000000000001000001
010001111111101101;110100100010000010;000000000000100100;011001111000000000;000000000010001000;100000010101000010;010000000100100100;100001000100000000;100100000100000000;000000000000000100
100100001000110111;000000100001000000;100000110101110011;100000001000000000;000010011010000100;100100000000010000;001111000101000010;000000000001001000;010000000000001000;000000110100000000
100010110101101100;110101011010000011;000001000010000000;000001010000000000;100100000010000000;000000001000010000;100000101011100011;100000000000000001;000001110000001100;000001000000100000
100101000111100100;000000010100000000;000000000000010001;010000000100010100;000001000000000000;000100000000000100;100000001000000000;100000000101000000;100000000000010000;001010000000000000
111110000000001000;100000000101001000;010010100000110000;100110001000100110;101010000000000000;110000000000000100;100010000000010010;011000010001100000;000000000100001000;100011101000000111
011111111110010100;010111111101101100;000000010000000100;100000000000010000;000010000000010000;000001000000001111;100000000000001010;000001000000000010;010000000011010010;000100010000000000
011010101000000001;100000100000100000;000010000100000000;100000000110001100;100000100000000000;100001000001110001;000001000100001000;110000010001100000;100001100000010000;000100000000001000
100010000011010101;100101001111001111;110111110111100000;000001001011010001;000110010010100100;100010101100000000;000000010000001000;000001000110000000;000000000000100000;000000010000010000
011110000101101111;100000000001000100;000000000000101000;110011000100010000;101110000001000000;100100000000000010;000010000000000001;100000000000010000;100000000000010001;100000101100000011
110010010101011000;000110000000000000;100101010000111000;000000000000000110;100001100000000001;100000010000001000;000000100101100000;000000001000100000;001000000000100000;000001000000010000
101101100010110000;100001011011000101;000000000000000010;011111001111011010;010011000100000100;100000000100000100;110100000101000000;101000000010000010;000000010100000100;100000100000000001
000011100110111010;110101101111010111;011000000010000010;010000000011101100;000101100100100010;100000100000000010;001000100101000000;110000000001000000;100000000100000001;000000100000010000
110111101100111011;000000000100100000;010110000001000111;000000000010100000;100000000000010100;101010010000000011;110100001100011000;000100010000000000;001000001000000000;100000000000001011
111011101111010101;101000001000000000;000111101011110101;000000100000100000;000000000000001010;000000100010000000;000010000000010000;000000001000100000;000000001001000000;101000000000001000
101001011110110111;000001100011010010;100000000000000100;100000000000001010;000100000011110000;000101110000000001;000000011000000000;000000111010001001;101110100001010000;100000010000100000
001101001110101001;111110101011001100;110000000000000100;000010000001001000;111101101011111010;000000100010000001;111000000000000000;100010000000000100;100000000110000000;000110000000000001
100011001000111001;100010100000000000;110000000000100000;000000000000001000;000010000000001101;000000000000010101;100000000000000010;100000001100000000;100101000001000101;000010010010000100
010101101110100000;010000000000000100;001001010100101100;000001000000000010;010000110001000000;000110000000000000;000100001100001101;100010000000100000;100000000000001000;100000000000000000
100110101100110111;000010000000010000;100000001010010011;000010000010001100;000000000100100000;000000010000000000;010000001010101000;100001000000000100;000010011001000000;000100100110100110
011001101000010011;000000000001100000;101000101000011100;101000001000000000;100011100100000000;000000010000000001;010000000000000001;101000000000000000;100001000101100000;100000101000000000
001100011000110001;111111101000101100;010000000000000001;100000001001010000;001001000000100000;110001100101001000;100001001100000001;011111000000101000;000000100000010000;100001000000111000
000001101100001000;101000101110010100;010000000100000000;100000000000000101;100010000000000001;000000010010000000;001001001010101000;100001000010000001;010011101001110000;100100000000001000
001101100011010000;111000010001101100;000010000000001000;000000100000000010;110001100000001101;110000100000000000;100000001000000010;000001000000000100;001110000100100001;100000000000001000
000000100110010001;110111011001101101;001000000000000010;111010101011101000;000001000000000000;101010000000000000;100100000010000000;001100100110010001;000000001000100000;000001100000000010
000110100001000000;000000000100000010;010101001000111111;000000000000001100;100000000010100000;001000011101001110;100000100000000010;010000000000000001;010000000000100000;000000100000000000
000010010011111111;111110001000101010;101100000100100101;100010010000000000;100000001100000000;010000000000010010;110010000000000111;000010000000000001;000001000001000001;001000000000000001
000011010010101001;100000010000000000;001101011010110010;001001010100100011;000100100000000000;100010011011110000;110011001000000110;001000000000000010;000000001100001000;110000000100000000
101010101111110110;101110111100000000;100000010000001000;000000000011000000;100011000000000100;100010000000100000;000000000000000111;110000001000000000;010100000000000011;000000000000001100
101000011110001010;001000000000000100;101000000001000000;100001000100010001;000000100100011000;000000000010010000;110000000000000001;100001000011000101;000101101110000000;000100100010011100
100101100011001110;110000010000000000;010001000000000000;100000010000001000;101000000000100000;100000110110000010;100010000000000010;110000000010000000;100000001000000010;100100001100000100
110011101010100101;100000100000100000;000111000101000010;000001000001000000;100001000000000100;001000010010000111;000000110000000000;100000000010000000;110000010000000001;100000010101000000
111010101001100100;000010101100110011;100110000000100100;100000000001111000;000000000000100000;000100000000010000;100000000000010100;100100000100000000;100001000001000000;010001000000000001
100010100110000100;010110000010100000;100000010000000000;100100100000000000;000001000100000000;101011010000010001;110000100010000011;000000101000000000;000010000000000000;100000001000010100
100011100101101001;010000000000000001;100000000010001000;101000000000000010;011101100000101011;100000000010000001;100000000011000000;000000110010010010;000001000000000000;100000110000000100
100010110100000101;000000010000000010;011100100000000000;100000000000101000;001010000000000000;000001000101000000;110010000000001001;011000000000100000;100000010000000010;000000010000001000
010110010000010110;000010000000010000;001001110000000010;100000110010000010;100001000000000000;010000101000001000;101010111100010000;001001011000000000;000000000100000010;000001000000000010
001111101101011000;110111111001011001;000010000101000010;000000000000100001;000100100000000000;000000001000000100;100000000100000100;011000000001010100;000101000010001001;100000000001001010
010000010100000011;110010000101110000;000010010000010001;000001001000110000;110000100011110000;100001000000000010;101000010000100010;000100100100000000;101000000000001100;000000000001000001
110101111111101101;000110011010110101;010110101101111001;000000000101000000;100010100000010000;110000100001101010;000000000010001000;001110000100001100;000001000000100000;010000101101001010
010000011011011000;000000000110000000;000010000010000000;100001010000000000;000000010000001000;000000100010000000;100100110100100000;100000010000000010;010010101101001000;100100000000100101
001010011100000111;001010001010111101;010110100100001100;001001110000000000;110100000000000000;110000000000010000;100100001000100001;000000100000100000;100000010000000100;010000001100000110
101101001000001010;011110111000111100;100000000000010100;001000000000010000;100000000010001000;000000000011000000;000001000010000000;101011001001010100;011001001000000000;000010000001000000
111101100011111100;100010100000000000;000100000000010010;100000111001010001;011000110000000000;100000000001000111;100101100100000110;111000110000000000;000000000000000101;000100001000000000
111000100111001001;000110100101000110;000000000010000001;000100100000000000;010000001000000000;000000000001100000;000000010000000001;100100000000000000;100100101100010000;100000001000000000
101000010001100110;001111100101000111;100010000000000000;000000010001000000;000001011000100000;100000000001010000;010000100001100001;000100001000000000;000000100001001001;100000000010000100
001001111100100111;111000000000100100;100000000100100000;000100101000011000;101001000001000110;000001110010100010;010000000001000000;000001010000000000;000000000100000010;000000001000000001
100000110101001110;100000000101000000;100000000001000000;000100000000100000;101000010000000000;000000110100010010;000000100000000100;110000000000000010;110000000000000100;100000000000000011
101101101010001000;110111110101110111;000111001010110111;100000100000000001;100000000000011000;000000000000010010;100000100000001000;000000000000000000;100000000000000000;000000001000000010
001001000010001110;011100110010011010;000101000000000000;010000010001000000;100011000000000000;100000000001000101;010000000000010000;010100101000100000;000010000000100000;000000000010100000
001110110100111101;000011110011111000;000000001010000000;100000000000001001;001001000000011010;101100001000000100;110000000001000000;100010010000000000;100000000000000010;010000000000000100
101011110111100000;100000100000000100;100010001011000000;000000001011101110;100000010000010000;000000000001000000;110100000000000000;100001000000010001;010010001000000001;010000001000000000
001110011100110100;011011100010111000;101000000000000010;000010001111001110;000100010100010110;000000001011000010;010010010000000000;000000000000110000;000010000010000000;000000000100000000
000000110100011001;111000111101111101;010011101000000011;001000010000000000;000101100001100000;000001001000011000;000000001000010000;000000000000100010;100000001000000001;100010100000101010
011011001111110111;000100000001000000;000000010100000000;100000100100000000;010001000000000000;101000100000100001;010011000000010101;100001000000001100;000000010000000100;000000001100000000
110101110011000111;100100000000000010;100000100000100000;001001110000001001;010100000000000000;001011000001100010;110001100001000100;100001000101000100;101110000000000011;000000000000100010
000100110100010110;000101000000000000;000010100000000000;011000010010010000;100010010000011000;100000100001000000;001000000001000000;000000100000000001;100000000000000000;000100000000000001
000111110110101011;100010000000000001;101100000000000000;110000100000000000;101000000010000000;001000000001000000;000000000101000000;011010000100010010;010000001000000000;100000010001000000
010111110110011010;010001000000000000;101000101110110100;100000000000000000;100001000000100000;100001100001000100;101000000100000000;100110000100100000;000100001000000110;110000001000100100
011011111110110001;011001110001110001;000000000010000001;100010100000001001;100010000000100000;010010100010000000;000000000101000010;111000010000000001;100000000010000001;100000000000000100
110001101111110010;010111100001000111;000100000000000010;100000000011000000;100000000101001100;100000001000000010;110001000000000000;000000001000100000;001000000000001010;010001000010011000
001101110111100010;000000000000010010;100100000000100000;000000000101000110;001000000000000010;010010000000001010;000001011101101000;100010000000010000;100000000100000100;001000000000010000
111011100111101011;000000000000100100;000000000100100000;001000110000000000;000000000000011000;000000010000001000;000000000100000010;000000000100000100;100001001000000000;110100100000000000
000111000011101011;001000000000001000;110101011100110000;000000010101100000;000101000000000000;100000000010010000;000010000000010000;000000000000001100;100000000000100001;000001000000001000
000111000111100011;100000100000001000;100001100010001000;000000000000000000;000110000100010010;000000000010010000;011000000010000000;100010000011001100;100000000100100000;000000010000010000
100101010110100101;111001100001100101;001100000100000000;001000010011011100;000100000000010000;100000010100010000;000000000100010000;010000000000000100;000000000001000100;010000000100100010
100111010100001110;010000001000000000;000110111001001000;000100010000000011;000010000000010000;000100000101000000;100000001000000001;100010000000001000;100101000100000100;000000100010000000
011101101100110100;010010001001101101;001110011001010110;100000110000000000;000010000000000001;000000000010010000;110001000000001001;101010100001011000;010100000000000000;110000000000000000
100110001111001111;000000000000001001;000011110000010101;100000000000100000;100010000000000100;000000000001101000;110000100010100000;000001000000000001;100000010110111000;100000000001000001
010110001111001001;100010001000000000;000001100110000100;100000100000000100;100001001000000000;000100000000001000;100111001000100000;000001000000100000;011000000001010010;001011000111001100
101101010010000111;000000000100100000;000100001000100010;001001110010001000;100000001000000010;001010000000100100;100000100000000010;001000000001010000;000010000010000000;000100000000000000
000101100000101111;000000000000001000;100000000001010000;100000010000100000;000000000001001000;100000000000000100;100000001010001000;100000011000000000;000100010000000010;010000000000000010
100010000100100101;110010101100001101;010011100010011011;001011011100100100;100010010100000000;000001001000000000;000000001000000001;000001000000010000;100000100000010000;100000000000000000
111101111000111001;010111001000101110;001100000100000010;100001011010000100;010000000000000000;000001010000000000;100101000000000000;011101000000000000;000000000000100100;001001000000001010
011011100001110011;011101101011011001;001001000001110011;100011000000000000;101000000000010000;100000101000000000;001101000100000001;100000000000010100;000000000000001010;110010000000100000
011011010110100101;100001100000000000;000000000000001100;000000000000001000;100100100000000000;000100000001000000;100010010000000001;100001000001000000;000100000000010000;100000100100001000
001100001110111011;000101111011001110;000010010010000000;110011101000011101;001110100000000000;010011101001000000;100100000100010110;110011110100100001;001000000010000001;100100010000000100
011010011001010000;011110010111110100;100100000001010011;001000000001101100;000000100000000101;100000000010010000;110000010100001000;000010011100100000;001100010010010001;100101101101101010
111000101010100010;101100011010100001;101000000000010000;000010000001000000;100000000101000000;100000001000001000;000000000100001000;000000000100000100;011110000011001101;100010000000001000
011100000111000000;011010011110100110;000000000001001000;100000100000001000;100000100001000111;100011110011100111;110000000100000000;100100110100000000;111010000000000100;111001000000000100
000001010011010010;010000101010001110;000101101001011010;000000000000001001;000000000000000011;101000000000000010;110000000000000000;000000100000010000;100110000000100100;100010010010010000
010011101101001101;001110001000011011;100010110111010000;100000000000100110;001000000001000000;001100000000000000;100000100011101001;101000010000000110;000000010000000000;000000010000110100
101100011100111101;100000000000000000;100100100001000000;000011000110100111;101000000000001000;100000011000000000;111100011000001011;100000000000000000;000000001001000000;100110001000000000
011101100001000110;110110100111111011;000000001010000000;101001000000000000;100000001100000000;000010100000000000;000000001100000000;000100001000000000;100000100101000000;100001000100000000
100010001111001110;000000000000011000;100110000000010001;110100000000000000;000010100001000100;011000000000000000;101001000100001000;000100100000110000;001101101001000000;000100010000000000
111010001011011111;100111111010010000;100100010000000000;100000000100000101;010100001011010001;100000000000000101;000000010100000000;000000010100100001;000000000000101000;110000101100001000
100100010011001011;100001010010101000;100001000001000000;000000001000000001;000001000011100000;100000000000000000;000001100000000000;100001000010000000;100000000001000100;000100000000000010
001100011101100101;101101100010110100;000000001000000000;100010001000010010;101000001000000000;000000000100000000;100000000000010000;100100000000000110;111000000100000100;101000000001000001
110011001010101000;111100011111010100;100011000010000110;101010010010000000;000000001000001000;100001100011000101;110000010010101011;100010100000000000;101000110000101000;100010001010000000
000110001100111010;011100100100110100;100000000000000001;100001010100100101;100000000110001110;100001001101000000;100101001100100000;010000000000000001;100000011000000010;000000100100110000
110110001110000001;111100010110010000;101000001000000000;100000000010100000;100000001000001000;000110100000000000;100000000100100000;101010000000000000;101000000000010000;100000000101101000
110110100001100010;000010000000000000;101101010000001011;000111100000000000;000000100000010011;100000110010000000;000101000000000000;001000011010100011;100010000000010000;001100011101100000
011001011010100111;100000000000100100;000000011000000000;110001000100000000;000000000000000010;000100010000000000;100010000000000100;000000100000000000;100100000000000100;100000000000000000
111010111111001011;000000000000000101;101111011101110010;001000100000000000;100010100000101100;000000010000010000;010001101001011010;000000000001100010;000000001010001010;000010000000000100
001000000100000011;101000000000000100;100111110010000000;110001000010100010;100001000101100000;000000000000001100;000000000011100100;000000001001000111;110000000000000001;001000000001000000
011011010101010101;000011000000101011;011110000000011101;100011000000000100;101000000000000000;000000000000000010;000000010000000001;100000100010000000;010000000110000100;000000000011100001
000111101100000111;000000000100000100;100000000010000010;110000000000011000;110001000000000000;110010001010000001;000100000000000000;100000000000110000;000100000000010000;100100000011001010
101000101010001110;100010000000001000;100000000010010000;100100010011000100;110110000000110001;010000000000000000;010010001000000000;000000001000000000;000000100000000000;010000000000000101
110111001001100110;000000000001000000;000001110001010000;000000000000011000;111001100000001101;000000010001000000;000000010001010000;000011000000000000;011011001010100000;000010000100000100
101111100100111110;000000100001000000;000000011011001001;000000010001001000;000000000000001000;000011000010000100;000010000000000010;000100000000000000;101010001100001000;101001001000001000
100101101110010011;100100000000000000;000000111101111100;000100110010000000;001000000101000100;000000100000100000;101000001010000010;000001000100000000;001001000000000000;100000001010000011
101011111001110110;101000010000000000;100100001010000000;011100000101100110;110000100000010001;000100001000000000;001010001000100101;110000000001000000;000000000000010010;100000000010000000
100001000101001100;101101111110101001;000000100010000000;000000000000010010;100001000000000001;000000100010000000;000100000000000100;000000001010001001;000001000000000001;010010001000010100
100000111001111111;110001010111011100;110011000001110000;100000000000011000;000000000000011000;000000100100010000;010000000000100000;100000000000000100;100000010000001000;000000000011000000
100100011101111101;010000010000000000;010011000000010000;100101000001000000;000000001000000010;100011000100010010;000001000010000000;100000010000001000;000000100000000000;101101101001000001
110011010000101111;100010111010011011;110000000000000001;100000000010001000;000010001000000000;100100000001000000;100000000000000101;000000000001010000;100100000110100010;101000000010000000
000110110000010011;000100000010000000;000100000000100000;000000000000100000;100000000001000010;010010001100000000;110000000000000100;100100000000000010;110001110000000100;010000100000000000
001011101010011110;101010011001000010;100000100010000000;100000000001000010;111000000010000000;000000001000000000;010000000000000100;010001101000100000;110100000000000000;000001000000110010
001101001010111101;100000000000100100;110000000110100110;100001001000000000;000000010000010000;100000000001010000;100000000000011000;000000000100100010;000001010010000001;001110000010011010
111110010010111111;000000100100000000;100000000011000000;000000000100000001;111111100010000010;110000100001000111;100000010000001000;000110000000000000;011010011000000000;000000100000001010
001000001010100111;001011000010001100;000000010000000010;100010000000000000;100010100010000000;000000000000100001;011010010001000110;010100110100000101;101100000000000000;100000000000010001
001100001000110101;110001101101110000;010100000000000000;101100100111001000;111000110001011100;000001000010000000;000000010001100000;001001000000000000;100100100000000000;000000110001010000
111011100111011000;101000010000000000;000000001000000010;100100000000010000;100011110000000101;110100011101101110;100000000001001000;100001000001100000;100001000010000000;110110011100000100
