# 0;1;2;3;4;5;6;7;8;9;10;11;12;13;
5.719045633653150773e+00;5.253024791826764961e+00;3.347639685073970028e+00;4.886756600819780472e-01;7.741299035047830568e-01;-5.618280139594283185e+00;6.206032796223123427e+00;-5.429690373890210253e+00;3.740675489799630160e+00;1.247291318061821697e+00;-7.006669857192299178e-01;-7.872008888059134790e+00;-4.253773385717284583e+00;-1.538406898251846400e+00
-7.658528462264995085e+01;5.499479194158418682e-01;-2.095842925071358831e+00;-4.094347491711962661e+00;1.342141027813981813e+00;-1.316321883377045365e+00;-9.728690613860574432e-01;-9.364620099828044886e-01;-3.173196419325366779e+00;1.001205347014932467e+00;-6.297491815707649820e+00;-4.253773385717284583e+00;-1.538406898251842847e+00;nan
2.232073033174087229e+00;4.950294517429310481e+00;-1.009192616157394085e+01;-2.938685769919552104e+00;-4.218479151999660814e+01;1.840021216469466925e+00;4.247720093340359426e+01;-1.200126169402930465e+01;1.581103969254059294e+01;-7.871507405592218731e+00;-2.389528439624973299e-01;-1.382967488125868893e+00;1.555561816601540137e+01;nan
4.962563361671205264e+00;2.632229655014456782e+01;-2.103227772118043681e+00;-9.298209246449243892e+01;-1.427250449022447354e+00;-6.853004067785904319e+00;-3.822093366598946496e+00;1.370618778065165744e+00;7.717475865062334961e+00;2.682620504674392947e+00;-3.001282230103308635e+01;-2.203349374683624973e+01;nan;nan
-2.345196788761076678e-02;-1.677256857215326846e+01;3.577427213752193325e+01;1.287074026127465665e+01;3.475672606538154241e+00;4.698329185792636586e+00;6.371828969465215486e+00;-1.307938834898739877e+01;2.611523786654250223e+00;-1.553794876889309284e+00;-8.826813622744235088e-01;1.555952441601540137e+01;nan;nan
-5.861826793820435810e+00;6.952823428991303789e-01;-5.130455624257306724e+00;4.010831992652687639e+00;2.409986230871440593e+00;3.359970970584997829e+00;8.960533417263869538e-01;-4.903465667591323296e+00;-1.401111865604038886e+00;1.114896867980740502e+00;-7.872008888059703224e+00;-1.538406898263666278e+00;nan;nan
-6.970727589780958411e+00;8.362586072425188810e-01;-1.126038385629399983e+02;3.331076855830329198e+00;9.582298368258481247e+00;-6.025797982767017169e-01;-2.508985186436706982e+00;-6.968725891613818391e-01;1.001205340495674445e+00;-1.987306292348848658e+01;1.555952436805228878e+01;nan;nan;nan
5.342280709106228542e+00;-7.277413798853921145e-01;-2.830360809685259937e+00;4.122996449513330219e+01;1.018592963977289351e-01;-4.094060641710716197e+01;-3.824539183354929595e+00;2.637306291598048702e+01;-2.176958664198027193e+00;-2.391739506379135349e+00;-7.512791136005084525e+00;nan;nan;nan
-8.508695024995322598e+00;4.610720531648803799e+00;1.609345006361325758e+01;5.904685296577368625e+00;-1.510076575467661719e+01;-1.977986173563163419e+00;-4.246431647426286560e+01;-9.208894924832392803e+00;-4.220206558220221638e+01;-1.538406951476382289e+00;-1.538406898263666278e+00;nan;nan;nan
-1.755128009983932458e+01;-3.596314503457853196e+00;-1.342056477890293920e+00;8.086862868087421052e-01;1.028661750096025429e+01;8.308856442298328204e+00;-7.602543372744798855e-01;-4.287830336662299402e+00;2.429969582703558117e+00;1.392310863141535648e+01;-4.377220972423233047e-01;nan;nan;nan
