# time;Intens
5.123963356018066406e-01;-4.420722234499407932e-06
6.747772693634033203e-01;9.097228030441328883e-06
8.236486911773681641e-01;8.943456123233772814e-06
8.874635696411132812e-01;7.014320090092951432e-06
8.935310840606689453e-01;-7.384327545878477395e-06
8.998308181762695312e-01;2.191470684920204803e-06
1.012161731719970703e+00;-5.553044502448756248e-06
1.018092870712280273e+00;-7.258513051056070253e-06
1.043112754821777344e+00;8.733766662771813571e-06
1.088799715042114258e+00;2.869467834898387082e-06
1.139813899993896484e+00;1.555413064124877565e-06
1.172091007232666016e+00;8.454180715489201248e-06
1.235655307769775391e+00;-6.957959612918784842e-06
1.281106948852539062e+00;8.859581612341571599e-06
1.330190658569335938e+00;-6.056294751033419743e-06
1.376820087432861328e+00;8.607956260675564408e-06
1.443799495697021484e+00;9.250999028154183179e-06
1.495562553405761719e+00;-6.853113063698401675e-06
1.533892393112182617e+00;-7.048823590594111010e-06
1.569426059722900391e+00;8.510099178238306195e-06
1.633608579635620117e+00;-6.971938091737683862e-06
1.668310880661010742e+00;8.489130777888931334e-06
1.739652156829833984e+00;4.742686542158480734e-06
1.799247264862060547e+00;3.694243105201167054e-06
1.839022874832153320e+00;1.737145566949038766e-06
1.883717536926269531e+00;8.656880709168035537e-06
1.924637556076049805e+00;-6.929998562554828823e-06
1.990616321563720703e+00;-2.540510649851057678e-06
2.059294700622558594e+00;2.331263658561510965e-06
2.098375797271728516e+00;-6.812664992139616515e-07
2.143108129501342773e+00;9.230031537299510092e-06
2.221183538436889648e+00;-6.783216576877748594e-06
2.326080083847045898e+00;6.455148195527726784e-06
2.360567569732666016e+00;7.818127414793707430e-06
2.394728660583496094e+00;-6.971938091737683862e-06
2.427165269851684570e+00;-6.650416707998374477e-06
2.501476049423217773e+00;8.545049240638036281e-06
2.564820766448974609e+00;8.635913218313362449e-06
2.622135877609252930e+00;9.195085112878587097e-06
2.657349586486816406e+00;-1.464106276216625702e-06
2.698535203933715820e+00;4.281371730030514300e-06
2.744355201721191406e+00;8.503109711455181241e-06
2.778406381607055664e+00;7.943937816889956594e-06
2.816399574279785156e+00;-2.065213720925385132e-06
2.882601976394653320e+00;7.915980859252158552e-06
2.926961183547973633e+00;4.840543624595738947e-06
2.957356691360473633e+00;-1.135595539381029084e-06
2.988726615905761719e+00;1.854482860608186456e-07
3.020102024078369141e+00;-6.293944807111984119e-06
3.067398548126220703e+00;8.076742233242839575e-06
3.127688407897949219e+00;-6.328891231532907113e-06
3.179125308990478516e+00;7.629406354681123048e-06
3.218455791473388672e+00;5.050233085057698190e-06
3.250641345977783203e+00;-5.007851086702430621e-06
3.281014919281005859e+00;7.580477358715143055e-06
3.319882869720458984e+00;-3.807128337030007970e-07
3.378395080566406250e+00;7.433694918290711939e-06
3.427857160568237305e+00;-6.056294751033419743e-06
3.466444015502929688e+00;4.875490049016661942e-06
3.515191078186035156e+00;-5.406258424045518041e-06
3.559437513351440430e+00;6.224491244211094454e-06
3.597006082534790039e+00;-8.140702334458183032e-07
3.632741212844848633e+00;-5.965430318610742688e-06
3.667046785354614258e+00;7.713280865573324263e-06
3.732290744781494141e+00;-2.428674633847549558e-06
3.767946243286132812e+00;6.790652150812093168e-06
3.827918291091918945e+00;4.999805014449520968e-07
3.864324331283569336e+00;7.461655968654667959e-06
3.931594848632812500e+00;-5.608958417724352330e-06
3.977053165435791016e+00;6.455148195527726784e-06
4.028656005859375000e+00;-5.455186965264147148e-06
4.070435523986816406e+00;6.238469723029993474e-06
4.128033161163330078e+00;1.155517992401655647e-07
4.168254852294921875e+00;3.435624876146903262e-06
