0;1;2;3;4;5;6;7;8;9
000001000011110100;000000000101000000;000000000000100010;100000000011000000;100001000000101000;000000000000010000;110010000000000000;000100000000010000;000010000010000000;000000010000001000
101000011001100000;000001000100000000;001001000000000000;001100000010100000;100000100000000001;100000000000001100;100000000000100000;000000000001100000;101000000000100000;011100110000000000
100111000011011000;110000000000000000;110000100000000000;000000000001000100;000000000010001000;100100010100000001;100100000010000000;100100000010000000;100100000000001000;101000000010000000
110010010010110100;001001000000000000;100000011000000000;100000000000000100;100010000000000000;101000000001011000;010101000100100010;000100000000000000;010000100001000010;000010000000001000
001011100111111010;000000000100001000;100001000000000100;010100100000011100;000010000000000000;101000000100000000;100000000000000000;100001000000000000;010000000100000000;111000000000000000
101000011000001100;000000000000000100;100000000100010000;100000000101000000;100010110010010000;000010000100000000;010000000000000000;100000100100000000;000000101000100100;110000000000000100
011100010100010000;011110011010111000;100000010000100000;000000000001000100;100001010001000100;000000000001000001;000000000100000000;100000100010001001;000000000100000001;000001000001000000
110000100010101100;011001010000011010;100000000000000000;100010000000010000;010001000000010100;010001000000000000;000000010000000001;100010000000001010;100000000000011000;000000000100000001
000010000110111010;100000000100100000;000000000001000010;100001000000000000;101000000001000000;100000000001000001;011010010010000000;000000000000011000;000000000001000100;100100010001001000
010001100100101100;000010000100000000;000000000100001000;100011000000001010;000010001000000000;100000001000000100;101000000100000000;100000000100000010;000000000010000100;000000000100000000
010011110000101010;000000000010000010;000000000100100000;101001000010000010;000000100101100000;100000000110000000;000000000100000001;100001100000000000;001100000000000000;100100000000001000
001010000011100001;100010000001000000;101010000101111000;000000100000000100;010000000000001000;100000000100101000;001000000001100000;100000101000000000;100000000010000000;100010000010000000
010101111100111011;110000000000001000;100000101010010000;100000000000001100;000000010000001100;000100000000101011;100000000010001000;100000010000000100;000100000000000010;100000100000000000
110010000100010000;011000000000000000;100001100000000000;100100000000001000;000000000100000100;000000000000000110;000000000000100000;100000100000000100;000000000000100000;101000100000000000
101110111110010000;001111100010110000;100000100001000000;101001010000000000;100000000001000100;000011011111000011;100000000100000100;000000000001100000;000100100000000000;000100000000100000
100110100101000110;101101100011001011;001111010110000000;001001000000000000;000000110000100000;000100000000000010;000101000001000000;101000000100001000;010000000000000100;010001010000100100
011000000010100100;000001100000000000;110000000000000010;100001000000000100;000100000000000010;101100000000000000;000000000000000000;001110000000000001;100010000000001000;000000000000100000
000101111100101000;110010000100010100;000000000100100000;010000010011110000;100001000000010000;000010000000001001;100000010001000000;000000000010000000;010011001001001100;100100000001010000
101010001100001000;100000010000001000;000010000000000100;000000000000100000;100100100000000000;100100000010000000;000011000100010000;001010000000000100;000000010000001000;101010100000010001
000100100100110100;000000000100000000;100100000000101000;100000000010000000;100000100000000000;000000000010111000;000110000000000000;100000000100000011;001000000000000000;100000000010100000
000100000000101110;000000000000100100;100100000000000010;110000100000001001;100010000001000000;111000010000100010;000000000000100010;001010000100010000;000001000100000000;000000001101010000
111100110101010001;100000100010000000;100001100000000000;000000000101001100;000000000100000001;000010100010110000;000010000000001100;000000000000010000;000000010100000000;010000000000000000
111010110011110110;100011111100110000;000000000001000000;001000000010000000;100010000000100000;000000101000101010;100001000000000010;000110100000000100;101000000000001000;110000010000000000
000110011010101111;100000000000001000;101001010000011000;100000100010000000;100000000000100000;000000000000100000;101101000010010000;101001000001010000;100101000100000000;001010000001100000
010001011110010111;101010000000000000;010110000000100101;000000100000000001;000000000000100010;100000000010010000;100000001000000000;110000000000000000;100000000100000100;100000000000001100
101000111000001100;001111110111011010;000000010000000001;110000000000010000;100000010000100000;010101000101110000;000001000000000001;110000100000000000;100000000000001001;100000000100100000
111011000100001000;000000100000001000;000010000000000010;100000100100000000;100000100000011100;100000000000100100;100000010000100000;101001000000000000;000000010000001000;000000000100001000
010100111110001000;000000000100000000;011001010010010010;100000000001100000;110000000000000010;000110010001000000;000000000010101001;101000000000001000;001000000001110100;100000011000000000
001111100100010110;000000000100010000;100000001010000000;010000000000100000;000000010010010000;000000000100000000;010000100001010000;100010010000010010;000000001001000000;100000000000101000
000001110110011000;001000000000000100;000000000110000000;000010000000000010;000010000100000000;001000000000001000;100000000001000000;100000000010000010;000001000000000001;001000000000010000
111011010110110001;010001000000000000;100010000000001000;100000100010000000;000000000000010100;000000100000000001;100100000000001000;100000000000000100;100010000000010000;000000000001110000
011101001101100100;100000100000010000;001000000100100000;000110000000000000;100010000000100100;000000000001101100;001110000110010010;000000010000100000;000000000100000010;100001000000000100
010011100100010111;110000100111010001;000000100001000000;000000000000000111;100000010000000010;010000000001000000;001000100001100000;100000000010000100;100000000000010010;100000100100000000
111111000111000110;101000100000000000;001000000111100000;100000000000001000;100010000000100000;100011000000000000;100000000110010001;000000000000001001;101110100001000000;000110000001000010
001111111111111101;111100010101001111;000010010000000000;001000100001000110;010000010000000000;100000010001000000;100000000000100100;000000000000100010;000001000100000000;000100010001110000
111110110011101010;100010000000001000;010011000100000000;101000000000000100;010001000010000000;000100000000000000;101000000001000000;100000000001000000;100001000000010000;100001000010000000
110100001011011000;110000000000100000;101000000000000000;000000000001000010;000000100001000000;101001000010100000;000001011001010010;111010000001000100;000000000000100010;100000010001000000
101100111111111110;000100000010000000;001010000101100000;000001011010001000;000000010000001000;000000000100010000;100000000000001000;100000100100001000;100000000100000001;000100000000100000
001100111100101101;000000000001000100;001000010000010000;001100000010001000;100000000010010001;001000000000000010;100000010000000000;001000100000001001;000000010001000000;110000000000010111
001111011101101100;101000000000100000;100001000000010000;100000101000100000;010000000010100011;000001000010000000;100010000010000000;100010100000100000;001110000010100001;100000000010100000
001100001111100111;100100111001000000;000011100100000000;101010000100001000;100100000000001000;000100100010010000;000000000100000000;100001000000010000;111000000000000000;000000000000010000
101101100001110100;011000000000000000;100000010010001000;000100000000001000;000000010000000000;100010000010000000;100001100010000000;100101000000010000;101100000000000000;100000000000001001
011110101010110100;000010010110001101;000000000001000001;110000000000100100;100001000000001000;100100010000000000;010000000000010000;110010000010000000;100000000010100000;110000000000000100
111100101011000010;000101011011101111;110000000001000000;001000010000000000;000000000010010000;100001000010110000;010000000100010000;100100000000000000;000010000000001100;000100000101100010
111101101010010000;111010111100100111;100001010000000000;101010000100001000;001001000100000100;100000000000000011;110000010101000000;100000000000011000;001000000000000010;000000000000010001
010011010110011101;000000000000110000;000100000000000010;000001000100000100;000000100100001010;000000000010000100;011001010001000000;101000000000100000;000100100000000000;000000000001100000
001000000100010100;000010000000010000;010000000011011000;010000100000000000;100001000000001000;100000000010001000;000000000000000001;100000000011010000;010110000000000100;100000000000010100
110100100101011100;100000000001000000;100000000100100000;110010000000101000;001101110111101000;000010000000100000;100010000110001100;000000100000001000;100000011010000000;010010100001100000
101001000000001110;100000010100000000;100000010010000100;110000000000000000;000000100000000100;100000100000010110;100100000000000100;000000010101000000;000000000100010000;110000000001000000
100110000000011110;001100111110010011;100100000001000000;100000001001000000;000000000100000001;000100000100000000;000000100100001000;000000010000001100;000000010010000000;100100000000000100
011111010110110011;100000000110000000;001100000111100000;000010000001000000;001000000001000000;000100000000000010;000000000000000100;100000000101000000;000000000000000100;101000000000000010
100010011010111010;100001110101000100;000000100000000000;000010000000100000;000000010010101000;000000100100000000;011000000000000010;010100000000000000;100010000000000000;101000000000100000
010101100000100001;110101000011011101;000100100000000000;000001000000000001;000100001000000000;000000000000000001;100000000001000000;000000000101010010;111000000101010010;000000000000000010
001110010101100010;000000010000001000;100010000000010000;010000100000000000;100000000100000100;100100100000000000;100000001100000000;000000000010000000;000110000000000000;011000000000000000
111100010001001110;010100000000000000;000010000000000010;000000000000010100;100010100010100000;100000000000101000;100000000100100000;101000010000000000;100000100000000000;110010000000000010
101000100000010100;101000000000000001;101000000000000000;000000001010000000;100100000000000001;100001000000000011;000010000000000100;100000010100000000;100000000011001001;000011000110000001
110100111111101000;000000010000100000;100001000110011010;010000000100010100;000001000000010000;000010000001000000;100010000000000000;110000000000000010;100000000100110000;000000000101011000
110000101011110000;101000000000001000;110001000000000000;000000000000110000;001000000000100000;110010000100100100;100000100000000000;110000000010000000;000001010000000000;101001000000000000
101011101010100100;001000000100000000;100001000001000000;010000000001000000;100000001100000000;001001000001100100;000000000100000100;100000000000000110;000000000000000100;000100000100000000
100111010000110010;000110100101000110;110000000000010000;100010000000010000;101010000000010100;101010000000011000;100000001000000000;000001000001000000;100100000000000010;100000000100001000
011100111000111101;110111000101001100;010000000010000000;100001000001000000;100000000001001000;100100011000000100;100000000000000010;100010000010000000;100000000001000000;100001100101110011
010110100001111111;110101110000001000;101101011100010010;100000000100010000;000001000000000100;101001000000010110;000110000000000000;100000100100000000;000000000000000011;101100000000000000
111100100100100010;100000000010000010;000010000100000000;100100000000000100;000000110100010000;100000100000000010;100000000000001100;100000110000000000;001010000000000000;011010000011000010
111010000100110100;100000000010000100;100000100000000010;010010001000100100;000000010000110100;100010100000100010;110000000100010000;101000100000000010;000000000100000100;100100001000000000
011011101101111011;100100000000010000;001010000000000000;110000000001000000;010000000001000000;100000001000000000;110000000000100000;100000000001101000;100000000100000010;101001000000000000
100111111100010000;101000000001000000;001000010110000000;100000010000000100;000000011000000000;010101011000000000;110000000000000100;100110000100000010;101000000001010000;000000000000110001
000101001111110010;000000010000100000;000001000011000001;100010000000000010;010000001000001001;101000000000001000;110000000000001000;000000000100100000;100001000100010110;100000000000010000
101001000101101011;000000100100000000;100000100000010000;100000000010001000;000000010000010000;100000000011000000;110011000100100000;000000010101010100;100000000000111000;100110000000010000
001011100010010000;100010100101101011;110000100000000000;101000000001000000;100000100000100000;101000000000000100;101010000000010001;100010011000010000;010000010100001010;101000000000000100
000110010010001100;100010000000100000;010000000000000100;101010000000000000;010100010000000100;100000000001000000;100000000001001000;000010000001000000;100001100000000000;000000000000000010
000111001100000001;101001010111010111;100000100000000100;100000000101000000;000010010000000000;010000000000000001;001000000001000000;010000000000000100;000000100000100000;010000000000000000
000010110111111000;100010000000100000;000001000000000100;101011000000001000;000000000001100000;000100000010000000;100110001000111010;100010000000000000;100000010001000000;100000000100010000
001010010110011100;000000000000110000;000000100001000000;100000000000100001;000000001100000000;000000000101000000;100001000000000100;001000001000011001;110100010000000000;000000001000000000
001001111110010010;101000000000000000;000000000000101000;010000100010000010;000000000010100000;100000000000100100;100100100001100000;000100000000000001;000101000001000000;100000100100000000
010101100100111100;011111110111101000;111111001010110100;111110010000000000;000000010100000000;000000000100010000;100000100000001000;000011000001000100;000000100000010000;100000000001010000
010101011001010010;000101010101101100;000000100100000000;000000000000100100;100000000011000000;000000000000001100;010000000000000100;000000100000000110;101000000000000001;001000010100010000
011111010011101000;001000000000010000;100000010000100000;100000010000000000;000110000000000000;000000000110000000;000000011000000000;010000000001100010;111100000000100000;100000010100000000
111100000001000000;000010000000100000;100000000000000001;000111000000000000;111000000000000000;100000000110000000;100000100000000000;000000010001000000;101100000001010000;000000010101010000
110101110001001001;100001000000000001;100000000010000000;000001100100001110;000000000010001000;101100000000000000;110000000000111100;000000001000010000;001010000000000000;100100000001001100
100001111010001000;101110010011110110;000000000100000010;100010001010010000;111000000001000000;010000010000100100;000100000000010000;000000101001000000;100100100101000010;000000000011000000
101000010010010100;000000100010000000;010000100000000000;000000010000000100;100000000001000001;110000100000110100;000010000000000000;000001000000100000;100000000000010010;001000000000100000
000010001110001000;000000000000000011;010000000000001100;001101000000000000;110000000000000010;100101000010000000;101000000010000000;000000010000000000;100111010101110010;100010100011001010
101001101110001000;100000010010000000;000000000000110000;000000000010000010;000001000100000000;000000100110010000;011000100000000010;001000000010000011;100000001000000010;000001000000010000
101101110101000100;100100000000001000;100000000100100000;100010000010010000;000000000000100010;101000000100000000;110000000010000000;110001000000110000;100001010000110000;000001000100000000
011001010010111011;000001010000000000;100010011011110010;000000000000001100;000010010001010010;000000000010000001;000000000101000000;000100001010010000;100000000100001000;001000000000010000
111010010100010000;011101000110011010;100100000000011000;000000000100000100;001001100000000100;000000010100000000;101000000010000000;000110000000000000;100000100000000010;010000000000000000
100011000100010000;001000000000000100;101001000100100110;000100000000000001;000010000000100000;000100000000000010;000100100000000001;100000000001001000;100000000000000100;100000110010001000
010101011000001101;110001000000000000;000000000100000000;110010011010100000;000000000101100000;000000000000100000;000000100000000100;000001000000010100;000000000000110000;000000010110100000
101100100100101100;000100000000000000;101100101001101100;010000000000100000;101000000111110100;000000000000101000;000010010001000100;010100000000000000;100010100101000100;100000010010100010
111000111100010111;001101100100110010;001110000000000000;001000100001111000;000000000001000000;100000000100000001;000001100000000100;110100001000000001;000010000000000000;000000000110000000
111011000110011110;001100000000010000;000011000000010100;101000000000010000;010011010110000010;001000000000000001;111000010001100000;001100010010011000;100000001000000000;100000011000011000
001011010111010110;011010100011101100;110000100000001000;000001000001100010;110000101000100000;001000000000100000;100010000000000000;000101000000000001;000010010000000100;101001000000000110
000001111001011111;110000000001000000;010111000111101111;000000000100010000;001000101000101100;000000000010000100;000100000001000100;100000010000100000;000000010000000010;000000001000010000
100000000000111101;001001000000000000;010000000100000110;000000000000100001;100001100010100000;100000000000100000;000010100000001010;110000000000100000;000010000000010000;100000100000000100
011110100111000010;000000100000100000;100010000000010000;000000000010100000;110000001000101100;100000100000010000;100000000110000000;010000000000000000;100001000001000000;100000000000000100
000111000001001000;001000000000100000;000100100001000100;100100001010000000;110011000001000011;100110001101010000;100100000001000110;000100000001000000;111110000011000100;100000000101000000
