# time;Intens
6.325008869171142578e-01;3.757150352612370625e-06
9.147801399230957031e-01;1.293453715334180743e-05
1.073972940444946289e+00;-3.931446826754836366e-06
1.105752706527709961e+00;-1.131250155594898388e-05
1.216132164001464844e+00;1.293453715334180743e-05
1.274635076522827148e+00;4.929912051920837257e-07
1.342810869216918945e+00;-5.385290478443494067e-06
1.405643701553344727e+00;-1.148025148722808808e-05
1.414590597152709961e+00;1.199792586703551933e-05
1.435563325881958008e+00;6.678816134808585048e-06
1.486722946166992188e+00;-5.587990926869679242e-06
1.542674779891967773e+00;-3.281410954514285550e-06
1.551647901535034180e+00;4.435143637238070369e-06
1.615336894989013672e+00;1.262699424842139706e-05
1.621603250503540039e+00;-5.484668008648441173e-07
1.641540765762329102e+00;-5.694345190931926481e-07
1.649284362792968750e+00;-4.280929260858101770e-06
1.657258987426757812e+00;1.235439776792190969e-05
1.671036005020141602e+00;2.289328222104813904e-06
1.698753356933593750e+00;8.586984222347382456e-06
1.756282806396484375e+00;1.297647668252466246e-05
1.821657896041870117e+00;9.383802535012364388e-06
1.854760646820068359e+00;1.198394693346926942e-05
1.864503860473632812e+00;-8.425782652921043336e-06
1.906401395797729492e+00;-1.131250155594898388e-05
1.928143262863159180e+00;-9.460247383685782552e-06
1.968657970428466797e+00;-1.004038676910568029e-05
2.001801490783691406e+00;1.191952151202713139e-06
2.056900978088378906e+00;1.252215133717982098e-05
2.102540731430053711e+00;-2.722242925301543437e-06
2.164447784423828125e+00;-7.223567081382498145e-06
2.209776401519775391e+00;-4.602450644597411156e-06
2.277403831481933594e+00;-9.774783393368124962e-06
2.303599834442138672e+00;-5.371311999624595046e-06
2.310056686401367188e+00;-6.454705726355314255e-06
2.375362396240234375e+00;-9.844679880188778043e-06
2.412432432174682617e+00;4.833554612559964880e-06
2.459024667739868164e+00;1.185114342661108822e-05
2.466004610061645508e+00;-1.075332966138375923e-05
2.475034952163696289e+00;-3.798643319896655157e-06
2.515834331512451172e+00;1.245225485035916790e-05
2.522895336151123047e+00;-1.135595539381029084e-06
2.571429491043090820e+00;-1.019415776681853458e-05
2.624127864837646484e+00;1.141778648161562160e-05
2.649046897888183594e+00;-9.942533324647229165e-06
2.723010301589965820e+00;1.193501884699799120e-05
2.748405218124389648e+00;-1.099797009374015033e-05
2.825459003448486328e+00;-8.111249371722806245e-06
2.872636795043945312e+00;-8.530629202141426504e-06
2.913516283035278320e+00;6.105665761424461380e-06
2.958868741989135742e+00;1.185813289339421317e-05
3.003963232040405273e+00;-2.037256763287587091e-06
3.038958311080932617e+00;1.171833991975290701e-05
3.045931339263916016e+00;-9.697897439764346927e-06
3.088074207305908203e+00;-1.080225865734973922e-05
3.131506681442260742e+00;-3.609925443015526980e-06
3.166666030883789062e+00;-1.080924812413286418e-05
3.221977949142456055e+00;1.225654432346345857e-05
3.290000438690185547e+00;-8.251042345364112407e-06
3.338442564010620117e+00;1.259204782400047407e-05
3.380302190780639648e+00;-1.116572002501925454e-05
3.416443586349487305e+00;1.098442862712545320e-05
3.459550857543945312e+00;1.192802938021486625e-05
3.466198682785034180e+00;-6.377819772751536220e-06
3.504829645156860352e+00;-3.847571861115284264e-06
3.576957941055297852e+00;-1.133346995629835874e-05
3.598477602005004883e+00;1.282969424210023135e-05
3.664505720138549805e+00;-2.128120968336588703e-06
3.699444055557250977e+00;1.251515823241788894e-05
3.771454572677612305e+00;-1.136143055191496387e-05
3.797354698181152344e+00;1.224955485668033361e-05
3.859101295471191406e+00;1.281571621802868322e-05
3.927516460418701172e+00;1.292754768655868247e-05
4.013069152832031250e+00;-2.100163783325115219e-06
4.059553146362304688e+00;1.251515823241788894e-05
4.107769489288330078e+00;-9.159693036053795367e-06
4.148395538330078125e+00;-9.907586900226306170e-06
4.195473194122314453e+00;5.441651410365011543e-06
4.241876602172851562e+00;8.824635187920648605e-06
4.281817436218261719e+00;-1.087215514417039230e-05
4.330196380615234375e+00;-1.124959453591145575e-05
4.340148925781250000e+00;1.286464066652115434e-05
4.347741127014160156e+00;-8.523636097379494458e-06
4.429495811462402344e+00;1.273883026442490518e-05
4.492657184600830078e+00;-7.314431059057824314e-06
4.570594787597656250e+00;-9.879626304609701037e-06
4.622425556182861328e+00;1.092851471184985712e-05
4.665839195251464844e+00;-1.464106276216625702e-06
4.710504531860351562e+00;-1.123561651183990762e-05
4.721503257751464844e+00;1.222858736582566053e-05
4.762163162231445312e+00;1.130595410359092057e-05
4.804132461547851562e+00;5.371754923544358462e-06
4.854114532470703125e+00;-1.876495957731094677e-06
4.891219139099121094e+00;-1.058557973010465503e-05
4.933202743530273438e+00;-5.769723429693840444e-06
4.939180374145507812e+00;1.219363639393122867e-05
4.978141784667968750e+00;-8.621493179816752672e-06
5.047435283660888672e+00;-6.328891231532907113e-06
5.088063240051269531e+00;-8.251042345364112407e-06
5.133284568786621094e+00;1.224955485668033361e-05
5.201718330383300781e+00;1.200491533381864429e-05
5.242659568786621094e+00;1.075377167580882087e-05
5.283004760742187500e+00;-1.059256919688777998e-05
5.351808547973632812e+00;-1.098398752219509333e-05
5.403311729431152344e+00;1.048816830007126555e-05
5.451763153076171875e+00;-1.087215514417039230e-05
5.463862895965576172e+00;8.167609848896972835e-06
5.506773471832275391e+00;-3.043764536414528266e-06
