# 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;
-7.864004143799033564e+00;-1.888496861474001420e+00;-2.811245786715857786e+00;5.058315583458382392e+00;1.831032402548384042e+01;1.208052373224801634e+01;4.289574902233341369e+00;2.597826231071248326e+00;-6.934419887224434476e+00;-6.221874526402927152e+00;-5.187759585434715603e+00;-1.162385611727399493e+01;2.658382210935674728e-01;-5.187759585434715603e+00
-8.161968129461625665e+01;-1.989443926253045558e-01;-1.097950486638344536e+01;3.601810847049105035e+00;9.931113807089813506e+00;-2.353307300685693271e+00;2.262688872569744269e+00;-4.932366535540023023e+00;3.803353713119733137e-01;2.160429152185343682e+01;-1.943967918780825865e+00;-5.253410737614161441e+00;-5.187759585434715603e+00;nan
-5.803473388667783617e-01;-5.179819465894231811e+00;-1.938809847443435430e+00;-5.830021844969598632e+00;-1.655437779064022408e+01;-2.297940995418806143e+00;3.565185268913213523e+00;2.172972535871151223e+01;1.503775881222231448e+01;1.182880488398032881e+01;2.264790180115839213e+00;2.674737725462041915e-01;nan;nan
4.268608852848325697e+00;-2.625174725549891974e+01;-4.008586850781284738e+00;-3.314249648640172019e+00;-2.787075028632848284e+00;-2.670501216018736024e+00;-6.981672282000364049e+00;-8.559393651385182267e+00;1.669097345285480571e+01;-2.068138798143726476e+00;2.661384094095997632e-01;-5.187759585434715603e+00;nan;nan
-1.280373309302229812e+00;-3.566844937800660809e+00;-1.171522972478739932e+00;-5.216164463203726065e+00;2.831908439207538208e+00;-7.967933141234284644e-01;-4.932300829773971884e+00;1.580214577044988822e+01;-3.413355354653352602e+00;-3.390384462146600164e+00;-5.253352015324765922e+00;nan;nan;nan
-2.290706733007920326e-01;8.338146965699825941e+00;-4.119362633313667921e+00;1.075175363523761440e+01;-2.261303986285830092e+01;1.810550973421974907e-01;1.306860967406039009e+01;-9.516077319881372176e+00;-3.110853774549337744e-02;-5.883037894859191042e+00;2.634131986622722721e+01;nan;nan;nan
-1.244595196320916983e+02;2.771844922296354596e+00;1.433604975261406445e+01;-5.502966549878602898e+00;-4.938194690573616441e+01;5.260696382656243841e+00;1.666396727227926755e-01;1.366266651360703577e+01;-1.974733574127374425e+01;2.264790180115933360e+00;-1.788929090963599577e+01;nan;nan;nan
-1.984704680031363910e-01;1.433998220949629143e+00;1.348771176967376206e+01;-2.662861779821060093e+00;6.480389474228593905e+00;1.795826133282325898e+01;1.226827026116527719e+00;3.242407255840352498e+00;-1.162228450857214312e+01;-5.929865359824744075e+01;-5.883037894861464778e+00;nan;nan;nan
2.704395546401292094e+01;-2.056942949218489147e+01;-4.764278380787723144e+00;1.086623872661955037e+00;-1.245905918845585347e+01;-7.383777008684591081e+00;6.195802900695172255e+00;-1.120418070224187046e+00;-1.903632437093757446e+01;-4.936433133946016127e+00;-1.162385616384012366e+01;nan;nan;nan
9.873946945478833115e+00;8.906616246220091071e+00;-2.034716817830334090e+00;-1.170831409629899689e+01;1.047524963820138044e+00;-2.115911004598023837e+01;1.473091368626004538e+00;-8.813032320799333297e-01;-2.068138798143712265e+00;-2.064292151527980224e+01;nan;nan;nan;nan
4.407101174607060301e+00;1.077739779736360504e+01;2.353813986254560953e-01;-2.546454183736872778e+01;-1.087209954752005103e+00;-3.154274256048177705e+01;-3.411629363291280193e+00;4.355603430979564195e+01;-6.142973252072473578e+00;-1.943967918780822313e+00;nan;nan;nan;nan
-1.406299212696199419e+01;2.020462790348652171e-01;-1.412453384039251691e+00;-4.221759893264403374e+00;3.938885087584412048e+01;-6.833474184164559873e+00;-7.506787167930719207e+00;4.537014302574267077e+00;-7.901072885240213672e+00;1.503775881222276922e+01;nan;nan;nan;nan
1.444138066563157174e+01;-5.617448607877681965e-01;4.073112255014245342e+00;-3.381996962781946081e+01;1.949633421843461445e+00;-3.508867293221924477e+00;3.837165001493940242e+00;1.648712232611315187e+01;1.648712232611315187e+01;-6.147771435319222100e+00;nan;nan;nan;nan
1.038355742668685622e+01;-3.282499658333845050e-01;-2.280111730993417041e+01;-2.134411555439443831e+00;1.649878598337957580e+00;7.195823969007728138e+00;-5.929865761021046922e+01;-6.133650831786676250e+00;-2.431956613051860217e+01;2.634132002130539618e+01;nan;nan;nan;nan
-8.760393235804967205e+00;-2.811767850936744306e+00;-4.466549446054016159e-01;1.071352969121973642e+00;1.065363633645734431e+01;-8.071770482741868591e+00;-1.372922936630356006e+01;5.300227007546469693e+00;8.596017684809892145e+00;-1.788929090963598867e+01;nan;nan;nan;nan
2.207360696317606674e+00;-1.194677531404437776e+00;-2.424975230505395274e+01;-1.282642833032253016e+00;1.171839410051897801e+02;4.048533687373844892e+00;1.648712232611315187e+01;3.998259373909357706e+00;-2.345211227924428599e+00;2.661382781681495002e-01;nan;nan;nan;nan
-7.759138649252632547e+01;-1.782076345462236588e+01;2.030769369864117380e+00;-6.726195205855269421e+01;-1.069947142717760480e+00;3.954118516461578636e+00;3.073678336330337157e-01;-5.260329186030561210e+00;2.661382781680997622e-01;-1.162385616384558062e+01;nan;nan;nan;nan
-1.301681497381218300e+01;-8.051589954557387685e+00;7.925805390000584261e+00;3.356705395663752145e-01;2.249690589756039216e+01;-6.006491983396561096e+00;-2.900265445831930577e+00;7.187709925313249038e+00;-6.221874526402316086e+00;-5.253352015324765922e+00;nan;nan;nan;nan
-3.253727396025314356e+00;2.080872697183989484e+00;-1.892126548089739302e+01;-3.094429880000712618e+00;-4.564725173047861517e+00;-1.419984485266105700e+01;-1.269661762466453858e+01;-4.748933279286251086e+00;-1.086486267935129568e+01;-5.187759585434715603e+00;nan;nan;nan;nan
-9.237972541249710901e+00;-1.882628365185704533e+00;-2.988885458288655927e-01;6.311458614641709630e+01;1.477169646145140902e+00;-3.676675965987709627e-01;1.789854553875515897e-01;-1.226412511105025160e+01;7.722705231383830693e+00;nan;nan;nan;nan;nan
5.290370526214235980e+00;-2.153731947518681356e+00;-1.192614197011065258e+01;7.342112608960226439e+00;4.364339354464731535e+00;-2.188153334854788579e+00;6.175129601533956958e+00;-1.990741995925241259e+00;2.264790180115926255e+00;nan;nan;nan;nan;nan
7.785181039890961330e+00;-4.809141746432287867e+00;6.029562717454312804e+01;-1.864559584129683500e+01;6.702913190520936482e+00;3.441546919189498510e+01;-4.013487714632003600e-01;-3.720312263201314806e+00;-1.943929882868383086e+00;nan;nan;nan;nan;nan
-2.654920520430045894e+00;6.256708381120766660e+00;-1.172995475711245206e+01;-9.772559188237840422e-01;-2.399178546896950426e+00;-6.782547394724800505e+00;-3.244709768527440730e+01;-9.678832660289000245e+00;1.076401269336949795e+01;nan;nan;nan;nan;nan
-3.199627719590655950e+00;6.432530850420614676e+00;-5.189921262716666206e+00;2.575444384782657359e+00;-6.801458667591139817e-02;-1.012010825718760332e+00;-1.035979208461091705e+00;-4.703522024021699721e+00;-7.474016934107230270e+01;nan;nan;nan;nan;nan
-1.366386501965368083e+01;-1.448675282828943978e+01;-1.218529239083473215e+01;5.212190240972804922e-01;1.634679530408478456e+02;2.022376096353980746e+00;1.500688993327433352e+01;1.503775874283878267e+01;-8.813032320999422131e-01;nan;nan;nan;nan;nan
-1.851596214854942701e+01;5.594089069292367267e-01;6.310843515112488866e+00;1.506088387995882849e+00;-1.866256841273935407e+01;5.225659475601412751e+00;3.242383787212465229e+00;1.183006914480384708e+01;-5.883038659940686088e+00;nan;nan;nan;nan;nan
3.947439991122823066e+00;-3.935578459076062227e-03;5.887176300805932350e+00;-4.212085352830736262e+00;-1.811727089534001189e+00;1.333867094765720651e+01;-5.099486880616031392e+00;1.468815801911557584e+00;-2.064292151528025698e+01;nan;nan;nan;nan;nan
1.616672653605155219e+00;-1.096275034285787431e+00;-1.043734713370440215e+00;-2.248706124346240287e-01;2.181149739431562651e+00;-6.255594839389636341e+00;-8.558752782244557267e+00;-1.169595867074783513e+01;-5.929865735223411605e+01;nan;nan;nan;nan;nan
