# 0;1;2;3;4;5;6;7;8;9;10;
-7.864004143799033564e+00;-8.407004972386463493e+00;-1.321585295431288287e+01;-3.945178328513547967e+02;2.321261605473820211e+00;6.146322331638215175e+00;2.421997492998150747e+01;9.458265894975676602e+00;2.416102771676476912e+00;-8.540255246749243190e-01
-8.161968129461625665e+01;-4.916511065517819579e-01;9.729130729980224324e-01;8.401297201612198506e+00;5.050081165634114910e+00;8.705910813270869575e-01;5.850248738565372308e-01;-3.243995064499526393e+01;9.427586192216240946e+00;nan
-5.803473388667783617e-01;-5.869252768228392370e+00;4.796485395711963529e-01;-2.820672374998214771e+00;-8.877409923183113838e-01;-3.147975087578078757e+00;4.996297994699089529e+00;9.427585626179480371e+00;-7.584406552901586940e-01;nan
4.268608852848325697e+00;-4.220619635695988414e+00;-1.734071405377610953e+00;-1.348764803477552832e+01;1.911167436275724718e+00;7.610957177947641483e-01;-2.138614325309168507e+00;-1.139949102484437660e+01;nan;nan
-1.280373309302229812e+00;3.117663479774931634e+00;2.816249264811450104e+00;8.125293939261869269e+00;1.391499100227239971e+01;-1.017643368162725714e+00;9.458423139479174679e+00;-7.584406655347070147e-01;nan;nan
-2.290706733007920326e-01;-2.865504654135908602e+00;-1.069599715075856139e+01;3.534052853149760143e+00;-1.398563695346441094e+01;9.458422956008627480e+00;-2.810506296943016125e+01;1.912237248208884743e+00;nan;nan
-1.244595196320916983e+02;1.085497952576101994e+02;-3.771996014392717811e+00;-2.367057338474907056e+02;-6.396106555459082799e+00;6.999647155806018262e+00;4.563950386902680734e+00;2.416102771682544947e+00;nan;nan
-1.984704680031363910e-01;1.524091152399680960e+00;6.728873413244569335e+00;-1.145288830335983832e+01;4.874745312036682066e+01;4.563950386902667411e+00;-3.825939530136733424e+01;nan;nan;nan
2.704395546401292094e+01;-1.453576838095632207e+00;1.049524921774802699e+01;1.752615044340691597e+01;-1.940765178792597467e+00;7.696570835220276408e+00;2.416102779002118339e+00;nan;nan;nan
9.873946945478833115e+00;1.639601973823324066e+00;1.873896394988667780e-01;-3.688506667410701567e+01;-2.136875918498622795e+00;-2.801020632721077774e+01;-2.177554388934773044e+01;nan;nan;nan
4.407101174607060301e+00;3.044651447530433330e+01;-6.884949045625374353e+00;4.101655525688693160e+01;-2.279746852486310260e+00;-7.584406655347074588e-01;-1.139949102484842669e+01;nan;nan;nan
-1.406299212696199419e+01;-1.247598444123063866e+00;-8.171061652509897799e-01;1.839105653725227540e+01;5.745320241963594032e-01;-1.140570186897135407e+00;1.910630755883221177e+00;nan;nan;nan
1.444138066563157174e+01;-5.384072853278586201e+00;3.900874877561083753e+00;3.360752861081242493e+00;-4.980643060984465187e+00;1.910630756054167101e+00;9.427585626165638999e+00;nan;nan;nan
1.038355742668685622e+01;-1.365360120780645303e+01;-4.399588111514735056e-02;-7.058956399483901079e-02;-6.195420718528851012e+00;7.916681391731903439e+00;-7.584406655347070147e-01;nan;nan;nan
-8.760393235804967205e+00;-1.424675931825608011e+01;-2.775663582479462654e+00;4.874745312036682066e+01;-3.772975087402301586e+00;-2.136875948300945183e+00;1.215182492602176580e+02;nan;nan;nan
2.207360696317606674e+00;3.011825289961272034e+01;-1.804898172104735465e+01;9.040387684468502272e+00;-1.214114694530178618e+01;3.046137302007277281e+00;nan;nan;nan;nan
-7.759138649252632547e+01;1.665642481809599618e+00;-5.893396427230851664e+00;3.584306441122656839e+00;5.345997245245660778e+00;7.664343063855237892e-01;nan;nan;nan;nan
-1.301681497381218300e+01;-4.427573638651123744e+00;-1.145188107966841251e+01;-6.699241395775289654e+00;5.850248738561961703e-01;5.850248738565372308e-01;nan;nan;nan;nan
